575.824;230.346;Tramelan, garage CJ
512.260;142.986;Dully, Bourg d'Amont
513.695;146.698;Tartegnin, village
510.938;144.685;Vinzel, village
510.406;144.122;Luins, village
516.774;148.073;Bougy-Villars, centre
514.480;147.710;Essertines-sur-Rolle, Bugnaux
515.330;147.188;Mont-sur-Rolle, église
512.242;145.781;Gilly, village
562.900;119.100;Les Cerniers, restaurant
555.600;117.500;Champoussin, village
560.200;119.700;Chenarlier, école
562.300;121.000;Choëx, école
563.253;119.406;Les Giettes, anc. poste
563.100;119.800;La Loëx
559.700;120.700;Thiésaz
609.135;233.597;Balm b. Günsberg, Post
579.414;234.728;Bellelay, poste
608.036;250.805;Breitenbach, Dorfplatz
616.203;249.790;Bretzwil, Dorf
607.822;252.101;Brislach, Dorf
607.752;249.247;Büsserach, Post
568.887;232.605;Les Cerlatez
607.800;246.950;Erschwil, Dorf
576.627;234.009;Les Genevez JU, poste
563.187;234.613;Goumois, douane
610.449;234.086;Günsberg, Dorfplatz
611.600;238.300;Herbetswil, Dorf
623.838;242.477;Holderbank SO, Post
624.854;244.344;Langenbruck, Dorf
613.737;245.659;Beinwil SO, Neuhüsli
613.550;249.075;Nunningen, Post
613.479;245.412;Beinwil SO, Oberbeinwil
654.127;260.998;Bözberg, Gemeindehaus
616.420;245.424;Passwang
565.756;235.728;Les Pommerats, village
610.467;245.590;Beinwil SO, Reh
637.037;260.751;Wegenstetten, Post
606.701;236.642;Welschenrohr, Post
619.914;243.415;Mümliswil, Post
616.312;253.739;Seewen SO, Herrenmatt
654.230;264.497;Bürersteig, Passhöhe
652.351;266.053;Gansingen, Dorfplatz
634.680;252.980;Kilchberg BL, Gemeindehaus
635.086;252.048;Zeglingen, Unterdorf
637.496;253.627;Oltingen, Postplatz
633.600;253.775;Rünenberg, Mitteldorf
635.503;254.402;Wenslingen, Vorderdorf
628.163;264.161;Magden, Post
654.544;266.482;Hottwil, Wendeplatz
653.660;268.043;Wil AG, Mitteldorfstrasse
658.052;258.399;Windisch, Habsburgstrasse
658.253;258.218;Windisch, Weiermatt
658.239;257.778;Windisch, Garage Knecht
630.190;268.596;Möhlin, Volg-Riburg
632.646;265.883;Zeiningen, Post
642.382;260.793;Gipf-Oberfrick, alte Post
640.677;259.061;Wittnau, alte Post
642.187;256.844;Wölflinswil, Post
642.797;255.806;Oberhof, Adlerplatz
644.593;254.170;Benkerjoch, Passhöhe
616.164;240.136;Laupersdorf, Post
614.445;239.638;Matzendorf, Schulen
621.087;256.675;Seltisberg, Gemeindezentrum
622.421;255.493;Bubendorf, Zentrum
620.266;253.383;Ziefen, Zentrum
619.116;249.650;Reigoldswil, Dorfplatz
615.574;266.016;Muttenz, Waldhaus
620.653;264.920;Augst BL
622.880;256.585;Bubendorf, Bad
621.045;250.133;Titterten, Gemeindehaus
621.540;260.361;Liestal, Radacker
622.982;258.667;Liestal, Stadion
571.927;237.966;Montfaucon, Péchillard
577.230;236.478;Lajoux JU, poste
631.439;260.596;Buus, Buuseregg
570.650;236.920;Montfaucon, poste
577.712;240.196;Glovelier, la Roche
575.334;239.444;St-Brais, village
573.140;238.457;Les Sairains
578.465;238.971;Saulcy, village
574.800;238.900;Enson-la-Fin
575.851;239.697;Le Chésal
611.728;266.738;Basel, Aeschenplatz AAGL
611.276;267.700;Basel Schifflände
624.380;245.408;Langenbruck, Dürrenberg
569.338;235.820;Le Bémont JU, Grand-Creux
579.997;242.053;Glovelier, La Morée
570.400;237.800;Les Enfers, restaurant
570.500;239.775;Soubey, village
581.845;242.446;Glovelier, église
580.388;240.597;Saulcy, Bonembez
579.443;240.043;Saulcy, bif. La Racine
577.454;238.179;Lajoux JU, Cras-des-Mottes
576.888;236.278;Lajoux JU, laiterie
575.420;235.600;Lajoux JU, Les Vacheries
574.882;234.129;Le Prédame
575.344;233.686;Les Genevez JU, bif.Le Prédame
574.376;232.927;Les Genevez JU, Les Vacheries
573.740;232.420;Les Genevez JU, Cernil-Bousset
573.372;230.897;Les Reussilles, Sous-la-Sagne
574.142;230.277;Tramelan, place du Marché
570.852;228.876;Mont-Tramelan, scierie
570.085;228.485;Mont-Tramelan, b. Les Breuleux
569.753;226.610;Mont-Crosin, col
569.519;225.992;Mont-Crosin, restaurants
569.529;225.767;Mont-Crosin, Le Sergent
566.891;222.594;St-Imier, Erguël
611.340;267.124;Basel Barfüsserplatz
611.633;267.901;Basel Claraplatz
612.118;268.101;Basel Messeplatz
583.271;104.339;Médières
582.688;103.968;Le Châble VS,Fontenelle-Dessou
582.297;103.760;Cotterg, village
582.747;102.351;Le Châble VS, Le Sapey
582.746;101.335;Bruson, télésiège
581.512;101.257;La Côt
581.130;101.046;Moay
583.455;102.100;Martinet
588.882;98.275;Plamproz
591.461;96.645;Bonatchiesse
585.616;100.460;Versegères, Fregnoley
591.018;97.000;Lourtier, Brecholey
592.534;95.024;Lourtier, Pont de Mauvoisin
645.143;121.762;Simplon, Monte Leone
656.597;259.400;Umiken, Oberdorf
659.573;261.009;Lauffohr, Post
656.355;259.697;Riniken, Bruggerstrasse
602.821;252.654;Röschenz, Dorfplatz
612.990;239.312;Aedermannsdorf, Dorfplatz
615.175;256.192;Hochwald, Dorfzentrum
604.798;247.913;Grindel, Mitte
605.744;250.133;Wahlen b. Laufen, Petersplatz
625.850;260.125;Hersberg, Dorf
631.969;261.799;Buus, Dorf
630.738;263.757;Maisprach, Dorf
632.584;257.814;Ormalingen, Post
635.904;256.833;Rothenfluh, Hirschengasse
637.775;255.525;Anwil, Post
639.800;254.450;Kienberg, Hirschen
610.566;249.571;Fehren, Postmuseum
612.166;248.945;Zullwil, Dorf
630.412;267.514;Möhlin, Kanzleistrasse
619.250;255.025;Lupsingen, Dorf
617.475;255.400;Büren SO, Dorf
636.596;262.187;Hellikon, Mitteldorf
648.579;260.801;Bözen, Post
648.760;258.654;Zeihen, Hohbächli
646.249;256.299;Densbüren, Gemeindehaus
646.128;258.403;Herznach, Post
652.946;255.353;Schinznach Dorf, Post
631.058;259.195;Rickenbach BL, Post
611.987;252.360;Himmelried, Dorf
645.990;259.546;Ueken, Gemeindehaus
645.679;265.633;Kaisten, Gemeindehaus
624.600;262.525;Arisdorf, Olsbergerstrasse
619.103;257.854;Nuglar, Dorfplatz
626.970;235.431;Wolfwil, Zentrum
634.630;264.001;Zuzgen, Gemeindezentrum
578.615;246.078;St-Ursanne, poste
623.403;246.741;Waldenburg, Hauenstein
605.990;228.822;Solothurn, Wildbachstrasse
609.196;228.091;Zuchwil, Zentrum
629.655;235.965;Fulenbach, Oberdorf
616.604;258.399;Gempen, Dorf
611.391;267.021;Basel Theater
631.289;257.299;Gelterkinden, Post
634.220;259.806;Hemmiken, Dorf
633.395;255.715;Tecknau, Dorf
494.071;119.797;Zimeysa
488.912;115.153;La Plaine
490.286;116.141;Russin
491.879;119.053;Satigny
494.935;119.901;Meyrin
496.242;119.698;Vernier
499.969;118.467;Genève
500.419;122.878;Les Tuileries
501.522;124.396;Creux-de-Genthod
501.669;127.021;Pont-Céard
502.223;128.400;Mies
503.127;129.248;Tannay
488.183;115.031;La Plaine-Frontière
500.405;122.037;Chambésy
500.942;123.624;Genthod-Bellevue
501.892;126.164;Versoix
503.661;130.323;Coppet
497.660;120.988;Genève-Aéroport
507.483;137.715;Nyon
510.093;141.630;Gland
515.331;146.308;Rolle
520.212;147.687;Allaman
524.537;148.361;St-Prex
527.498;151.525;Morges
522.318;147.595;Etoy
531.093;153.487;Denges-Echandens
528.588;152.301;Morges-St-Jean
529.477;152.839;Lonay-Préverenges
506.069;139.349;La Vuarpillière
526.763;151.028;La Gottaz
499.216;145.270;Les Pralies
505.262;143.761;Sus-Châtel
503.562;144.898;La Chèvrerie-Monteret
506.113;144.621;La Joy-Clinique
506.961;138.472;Les Plantaz
495.148;146.892;La Cure
498.037;145.670;La Givrine
501.784;144.942;St-Cergue
505.742;145.993;Arzier
506.564;146.195;Bassins
506.025;145.507;Le Muids
